0.00,164.00,-0.61,372
0.00,166.00,-0.55,309
0.00,168.00,-0.60,366
0.00,170.00,-0.54,352
0.00,172.00,-0.71,293
0.00,174.00,-0.90,295
0.00,176.00,-0.80,374
0.00,178.00,-1.08,338
0.00,180.00,-0.86,322
0.00,182.00,-0.92,391
0.00,184.00,-1.09,343
0.00,186.00,-0.94,327
0.00,188.00,-1.19,276
0.00,190.00,-0.95,321
0.00,192.00,-1.09,256
0.00,194.00,-1.05,383
0.00,196.00,-0.93,314
0.00,198.00,-0.64,317
2.00,0.00,-0.75,371
2.00,2.00,-0.63,313
2.00,4.00,-0.77,378
2.00,6.00,-0.73,309
2.00,8.00,-0.86,256
2.00,10.00,-0.72,276
2.00,12.00,-0.54,362
2.00,14.00,-0.28,273
2.00,16.00,-0.50,395
2.00,18.00,-0.66,376
2.00,20.00,-0.89,271
2.00,22.00,-1.03,251
2.00,24.00,-1.27,304
2.00,26.00,-1.05,303
2.00,28.00,-1.04,369
2.00,30.00,-1.03,308
2.00,32.00,-1.20,288
2.00,34.00,-1.24,390
2.00,36.00,-1.14,286
2.00,38.00,-1.33,326
2.00,40.00,-1.08,268
2.00,42.00,-0.95,286
2.00,44.00,-0.72,321
2.00,46.00,-0.69,387
2.00,48.00,-0.71,375
2.00,50.00,-0.72,281
2.00,52.00,-0.52,386
2.00,54.00,-0.77,313
2.00,56.00,-0.86,353
2.00,58.00,-0.69,264
2.00,60.00,-0.78,268
2.00,62.00,-0.66,327
2.00,64.00,-0.44,310
2.00,66.00,-0.43,371
2.00,68.00,-0.40,316
2.00,70.00,-0.27,292
2.00,72.00,-0.11,378
2.00,74.00,0.12,287
2.00,76.00,0.41,284
2.00,78.00,0.46,315
2.00,80.00,0.29,337
2.00,82.00,0.43,376
2.00,84.00,0.34,385
2.00,86.00,0.52,311
2.00,88.00,0.27,300
2.00,90.00,0.56,312
2.00,92.00,0.85,294
2.00,94.00,0.97,340
2.00,96.00,1.16,322
2.00,98.00,0.93,385
2.00,100.00,0.94,254
2.00,102.00,0.70,347
2.00,104.00,0.63,274
2.00,106.00,0.84,297
2.00,108.00,0.73,360
2.00,110.00,0.62,318
2.00,112.00,0.43,369
2.00,114.00,0.16,325
2.00,116.00,0.29,254
2.00,118.00,0.11,316
2.00,120.00,0.34,315
2.00,122.00,0.28,265
2.00,124.00,0.13,280
2.00,126.00,0.06,320
2.00,128.00,0.13,394
2.00,130.00,-0.16,272
2.00,132.00,-0.21,363
2.00,134.00,-0.08,315
2.00,136.00,-0.26,385
2.00,138.00,-0.15,309
2.00,140.00,0.09,281
2.00,142.00,-0.04,300
2.00,144.00,0.22,276
2.00,146.00,0.21,321
2.00,148.00,0.42,296
2.00,150.00,0.63,267
2.00,152.00,0.77,383
2.00,154.00,0.61,348
2.00,156.00,0.40,365
2.00,158.00,0.49,343
2.00,160.00,0.22,269
2.00,162.00,0.14,289
2.00,164.00,-0.14,330
2.00,166.00,0.11,286
2.00,168.00,0.36,356
2.00,170.00,0.23,322
2.00,172.00,0.25,288
2.00,174.00,0.09,305
2.00,176.00,-0.06,376
2.00,178.00,0.01,340
2.00,180.00,0.29,341
2.00,182.00,0.52,333
2.00,184.00,0.33,367
2.00,186.00,0.21,369
2.00,188.00,0.06,374
2.00,190.00,0.06,320
2.00,192.00,-0.17,260
2.00,194.00,0.10,345
2.00,196.00,0.30,254
2.00,198.00,0.01,365
4.00,0.00,0.11,292
4.00,2.00,-0.05,395
4.00,4.00,-0.04,290
4.00,6.00,-0.25,343
4.00,8.00,-0.23,356
4.00,10.00,-0.47,288
4.00,12.00,-0.39,330
4.00,14.00,-0.51,312
4.00,16.00,-0.73,344
4.00,18.00,-0.92,368
4.00,20.00,-0.78,323
4.00,22.00,-0.81,368
4.00,24.00,-0.90,349
4.00,26.00,-0.96,356
4.00,28.00,-0.67,363
4.00,30.00,-0.49,331
4.00,32.00,-0.72,254
4.00,34.00,-0.71,250
4.00,36.00,-0.90,340
4.00,38.00,-1.06,301
4.00,40.00,-0.92,281
4.00,42.00,-1.15,359
4.00,44.00,-0.97,305
4.00,46.00,-1.25,274
4.00,48.00,-1.13,295
4.00,50.00,-1.11,364
4.00,52.00,-0.91,267
4.00,54.00,-0.91,381
4.00,56.00,-0.90,279
4.00,58.00,-1.14,358
4.00,60.00,-0.90,387
4.00,62.00,-0.97,396
4.00,64.00,-0.89,353
4.00,66.00,-1.10,351
4.00,68.00,-0.86,297
4.00,70.00,-1.04,338
4.00,72.00,-0.86,351
4.00,74.00,-0.85,370
4.00,76.00,-0.70,265
4.00,78.00,-0.46,327
4.00,80.00,-0.47,286
4.00,82.00,-0.64,366
4.00,84.00,-0.67,393
4.00,86.00,-0.69,374
4.00,88.00,-0.56,368
4.00,90.00,-0.35,325
4.00,92.00,-0.64,363
4.00,94.00,-0.45,383
4.00,96.00,-0.62,258
4.00,98.00,-0.65,262
4.00,100.00,-0.50,339
4.00,102.00,-0.42,392
4.00,104.00,-0.28,369
4.00,106.00,-0.23,375
4.00,108.00,-0.14,351
4.00,110.00,-0.42,264
4.00,112.00,-0.21,364
4.00,114.00,-0.18,363
4.00,116.00,-0.02,287
4.00,118.00,0.08,297
4.00,120.00,0.04,344
4.00,122.00,-0.12,363
4.00,124.00,0.09,367
4.00,126.00,-0.20,287
4.00,128.00,-0.29,382
4.00,130.00,-0.01,325
4.00,132.00,0.21,324
4.00,134.00,0.25,354
4.00,136.00,0.54,366
4.00,138.00,0.49,370
4.00,140.00,0.23,381
4.00,142.00,0.39,394
4.00,144.00,0.13,286
4.00,146.00,0.27,291
4.00,148.00,0.33,368
4.00,150.00,0.49,369
4.00,152.00,0.38,350
4.00,154.00,0.24,362
4.00,156.00,0.02,257
4.00,158.00,0.20,383
4.00,160.00,0.37,340
4.00,162.00,0.61,362
4.00,164.00,0.67,261
4.00,166.00,0.50,287
4.00,168.00,0.48,385
4.00,170.00,0.25,371
4.00,172.00,0.12,375
4.00,174.00,0.05,283
4.00,176.00,-0.08,289
4.00,178.00,0.01,341
4.00,180.00,-0.05,361
4.00,182.00,-0.06,365
4.00,184.00,0.12,274
4.00,186.00,0.23,371
4.00,188.00,0.31,335
4.00,190.00,0.16,400
4.00,192.00,0.16,295
4.00,194.00,0.13,286
4.00,196.00,0.21,370
4.00,198.00,-0.06,290
6.00,0.00,-0.21,333
6.00,2.00,-0.22,272
6.00,4.00,-0.01,291
6.00,6.00,0.23,360
6.00,8.00,0.05,283
6.00,10.00,0.31,282
6.00,12.00,0.47,339
6.00,14.00,0.44,340
6.00,16.00,0.48,264
6.00,18.00,0.25,258
6.00,20.00,0.03,307
6.00,22.00,0.04,374
6.00,24.00,0.22,308
6.00,26.00,-0.05,252
6.00,28.00,0.13,396
6.00,30.00,0.43,253
6.00,32.00,0.73,379
6.00,34.00,0.78,387
6.00,36.00,0.93,369
6.00,38.00,1.00,296
6.00,40.00,1.24,371
6.00,42.00,1.12,262
6.00,44.00,1.06,386
6.00,46.00,0.78,303
6.00,48.00,0.99,309
6.00,50.00,0.94,369
6.00,52.00,0.95,287
6.00,54.00,1.13,257
6.00,56.00,0.87,262
6.00,58.00,1.13,291
6.00,60.00,1.33,366
6.00,62.00,1.44,362
6.00,64.00,1.38,299
6.00,66.00,1.40,312
6.00,68.00,1.33,393
6.00,70.00,1.52,357
6.00,72.00,1.46,383
6.00,74.00,1.67,377
6.00,76.00,1.57,335
6.00,78.00,1.56,359
6.00,80.00,1.57,352
6.00,82.00,1.53,302
6.00,84.00,1.24,381
6.00,86.00,1.10,329
6.00,88.00,1.05,362
6.00,90.00,1.18,368
6.00,92.00,1.00,256
6.00,94.00,1.21,305
6.00,96.00,1.35,346
6.00,98.00,1.45,254
6.00,100.00,1.31,385
6.00,102.00,1.12,379
6.00,104.00,1.39,264
6.00,106.00,1.37,385
6.00,108.00,1.51,316
6.00,110.00,1.55,309
6.00,112.00,1.55,295
6.00,114.00,1.62,276
6.00,116.00,1.64,374
6.00,118.00,1.59,355
6.00,120.00,1.72,342
6.00,122.00,1.74,351
6.00,124.00,1.44,295
6.00,126.00,1.22,337
6.00,128.00,1.03,317
6.00,130.00,1.24,357
6.00,132.00,1.26,261
6.00,134.00,0.98,345
6.00,136.00,0.69,251
6.00,138.00,0.41,383
6.00,140.00,0.38,326
6.00,142.00,0.55,373
6.00,144.00,0.74,365
6.00,146.00,0.59,389
6.00,148.00,0.73,264
6.00,150.00,0.86,277
6.00,152.00,1.04,262
6.00,154.00,1.05,286
6.00,156.00,0.88,376
6.00,158.00,0.64,342
6.00,160.00,0.67,347
6.00,162.00,0.65,304
6.00,164.00,0.50,340
6.00,166.00,0.25,254
6.00,168.00,0.18,349
6.00,170.00,0.07,395
6.00,172.00,0.06,373
6.00,174.00,-0.01,295
6.00,176.00,0.15,394
6.00,178.00,0.32,325
6.00,180.00,0.56,387
6.00,182.00,0.63,348
6.00,184.00,0.52,381
6.00,186.00,0.49,325
6.00,188.00,0.48,279
6.00,190.00,0.40,310
6.00,192.00,0.58,396
6.00,194.00,0.62,377
6.00,196.00,0.72,359
6.00,198.00,0.82,392
8.00,0.00,0.81,325
8.00,2.00,0.97,319
8.00,4.00,1.15,285
8.00,6.00,1.31,254
8.00,8.00,1.53,292
8.00,10.00,1.81,259
8.00,12.00,1.73,332
8.00,14.00,1.99,264
8.00,16.00,2.05,311
8.00,18.00,2.12,271
8.00,20.00,1.95,273
8.00,22.00,1.99,251
8.00,24.00,1.98,371
8.00,26.00,1.83,283
8.00,28.00,1.63,295
8.00,30.00,1.74,293
8.00,32.00,1.84,313
8.00,34.00,1.58,336
8.00,36.00,1.49,385
8.00,38.00,1.23,288
8.00,40.00,1.08,260
8.00,42.00,1.34,325
8.00,44.00,1.38,330
8.00,46.00,1.33,321
8.00,48.00,1.13,375
8.00,50.00,1.24,346
8.00,52.00,1.06,357
8.00,54.00,1.35,289
8.00,56.00,1.19,336
8.00,58.00,1.21,262
8.00,60.00,1.31,307
8.00,62.00,1.08,259
8.00,64.00,0.85,298
8.00,66.00,0.96,306
8.00,68.00,1.16,261
8.00,70.00,0.94,344
8.00,72.00,0.87,336
8.00,74.00,1.17,306
8.00,76.00,1.03,309
8.00,78.00,1.04,250
8.00,80.00,1.24,313
8.00,82.00,1.29,277
8.00,84.00,1.34,375
8.00,86.00,1.10,290
8.00,88.00,0.95,314
8.00,90.00,1.07,301
8.00,92.00,1.22,298
8.00,94.00,1.26,371
8.00,96.00,1.47,380
8.00,98.00,1.56,269
8.00,100.00,1.78,361
8.00,102.00,1.87,271
8.00,104.00,1.95,255
8.00,106.00,1.79,303
8.00,108.00,1.77,292
8.00,110.00,1.94,267
8.00,112.00,1.93,362
8.00,114.00,1.97,370
8.00,116.00,2.25,278
8.00,118.00,2.26,322
8.00,120.00,2.53,358
8.00,122.00,2.46,259
8.00,124.00,2.37,393
8.00,126.00,2.21,342
8.00,128.00,2.05,269
8.00,130.00,2.06,353
8.00,132.00,1.96,261
8.00,134.00,1.74,292
8.00,136.00,1.68,326
8.00,138.00,1.96,323
8.00,140.00,1.78,291
8.00,142.00,1.78,359
8.00,144.00,1.81,369
8.00,146.00,1.78,325
8.00,148.00,1.69,351
8.00,150.00,1.80,283
8.00,152.00,1.64,319
8.00,154.00,1.68,283
8.00,156.00,1.40,332
8.00,158.00,1.20,400
8.00,160.00,1.24,366
8.00,162.00,1.07,394
8.00,164.00,1.01,289
8.00,166.00,1.26,281
8.00,168.00,1.34,340
8.00,170.00,1.53,355
8.00,172.00,1.54,359
8.00,174.00,1.31,298
8.00,176.00,1.53,314
8.00,178.00,1.46,294
8.00,180.00,1.53,383
8.00,182.00,1.68,287
8.00,184.00,1.63,390
8.00,186.00,1.35,287
8.00,188.00,1.17,391
8.00,190.00,1.36,333
8.00,192.00,1.27,399
8.00,194.00,1.51,299
8.00,196.00,1.61,318
8.00,198.00,1.34,368
10.00,0.00,1.39,285
10.00,2.00,1.60,315
10.00,4.00,1.36,374
10.00,6.00,1.57,298
10.00,8.00,1.32,366
10.00,10.00,1.22,377
10.00,12.00,1.39,285
10.00,14.00,1.44,360
10.00,16.00,1.67,385
10.00,18.00,1.58,312
10.00,20.00,1.60,344
10.00,22.00,1.87,280
10.00,24.00,2.16,364
10.00,26.00,2.27,379
10.00,28.00,2.49,315
10.00,30.00,2.38,296
10.00,32.00,2.65,335
10.00,34.00,2.91,325
10.00,36.00,2.86,359
10.00,38.00,2.82,364
10.00,40.00,3.03,298
10.00,42.00,3.01,349
10.00,44.00,3.12,304
10.00,46.00,3.36,273
10.00,48.00,3.48,279
10.00,50.00,3.33,356
10.00,52.00,3.40,326
10.00,54.00,3.69,389
10.00,56.00,3.43,251
10.00,58.00,3.52,321
10.00,60.00,3.52,369
10.00,62.00,3.71,369
10.00,64.00,3.41,282
10.00,66.00,3.70,363
10.00,68.00,3.44,311
10.00,70.00,3.36,323
10.00,72.00,3.13,300
10.00,74.00,3.16,342
10.00,76.00,3.13,331
10.00,78.00,2.84,349
10.00,80.00,3.04,274
10.00,82.00,2.75,291
10.00,84.00,2.89,360
10.00,86.00,2.76,374
10.00,88.00,2.80,394
10.00,90.00,2.86,389
10.00,92.00,3.08,289
10.00,94.00,2.84,271
10.00,96.00,2.60,318
10.00,98.00,2.67,354
10.00,100.00,2.45,347
10.00,102.00,2.70,292
10.00,104.00,2.52,375
10.00,106.00,2.57,358
10.00,108.00,2.34,295
10.00,110.00,2.62,321
10.00,112.00,2.68,393
10.00,114.00,2.66,374
10.00,116.00,2.81,351
10.00,118.00,2.65,314
10.00,120.00,2.67,314
10.00,122.00,2.72,304
10.00,124.00,3.01,267
10.00,126.00,3.29,363
10.00,128.00,3.01,304
10.00,130.00,3.21,337
10.00,132.00,3.35,281
10.00,134.00,3.29,358
10.00,136.00,3.57,368
10.00,138.00,3.80,339
10.00,140.00,4.08,354
10.00,142.00,3.84,397
10.00,144.00,3.71,279
10.00,146.00,3.71,329
10.00,148.00,3.50,305
10.00,150.00,3.60,370
10.00,152.00,3.44,280
10.00,154.00,3.25,384
10.00,156.00,2.98,260
10.00,158.00,2.91,386
10.00,160.00,2.89,361
10.00,162.00,2.72,303
10.00,164.00,2.44,256
10.00,166.00,2.23,253
10.00,168.00,2.49,370
10.00,170.00,2.28,325
10.00,172.00,2.46,290
10.00,174.00,2.20,290
10.00,176.00,1.96,272
10.00,178.00,1.94,392
10.00,180.00,1.95,381
10.00,182.00,1.79,277
10.00,184.00,1.95,327
10.00,186.00,2.01,347
10.00,188.00,2.11,298
10.00,190.00,2.36,252
10.00,192.00,2.22,295
10.00,194.00,2.35,391
10.00,196.00,2.11,263
10.00,198.00,2.10,320
12.00,0.00,2.29,393
12.00,2.00,2.12,386
12.00,4.00,2.26,314
12.00,6.00,2.35,304
12.00,8.00,2.08,265
12.00,10.00,2.09,300
12.00,12.00,2.21,319
12.00,14.00,2.34,257
12.00,16.00,2.53,349
12.00,18.00,2.62,368
12.00,20.00,2.42,321
12.00,22.00,2.31,311
12.00,24.00,2.02,384
12.00,26.00,2.31,284
12.00,28.00,2.35,374
12.00,30.00,2.24,330
12.00,32.00,2.51,324
12.00,34.00,2.34,376
12.00,36.00,2.22,291
12.00,38.00,1.96,356
12.00,40.00,1.90,270
12.00,42.00,1.73,291
12.00,44.00,1.55,278
12.00,46.00,1.60,383
12.00,48.00,1.80,294
12.00,50.00,1.55,327
12.00,52.00,1.54,387
12.00,54.00,1.71,295
12.00,56.00,1.82,350
12.00,58.00,1.97,390
12.00,60.00,2.21,300
12.00,62.00,2.31,263
12.00,64.00,2.44,344
12.00,66.00,2.62,352
12.00,68.00,2.54,292
12.00,70.00,2.36,292
12.00,72.00,2.55,284
12.00,74.00,2.39,269
12.00,76.00,2.53,342
12.00,78.00,2.43,353
12.00,80.00,2.26,335
12.00,82.00,2.55,313
12.00,84.00,2.57,276
12.00,86.00,2.28,397
12.00,88.00,2.50,276
12.00,90.00,2.73,254
12.00,92.00,2.86,295
12.00,94.00,3.02,267
12.00,96.00,3.31,400
12.00,98.00,3.43,380
12.00,100.00,3.38,338
12.00,102.00,3.16,261
12.00,104.00,3.04,263
12.00,106.00,2.80,390
12.00,108.00,2.58,264
12.00,110.00,2.48,307
12.00,112.00,2.34,337
12.00,114.00,2.19,320
12.00,116.00,1.96,291
12.00,118.00,1.85,281
12.00,120.00,1.70,378
12.00,122.00,1.47,368
12.00,124.00,1.50,365
12.00,126.00,1.54,292
12.00,128.00,1.24,253
12.00,130.00,1.26,268
12.00,132.00,1.47,263
12.00,134.00,1.56,332
12.00,136.00,1.81,396
12.00,138.00,1.95,339
12.00,140.00,1.99,365
12.00,142.00,2.24,311
12.00,144.00,2.03,330
12.00,146.00,2.28,367
12.00,148.00,2.31,360
12.00,150.00,2.42,393
12.00,152.00,2.53,345
12.00,154.00,2.48,328
12.00,156.00,2.70,284
12.00,158.00,2.84,289
12.00,160.00,3.14,389
12.00,162.00,3.31,369
12.00,164.00,3.38,282
12.00,166.00,3.29,251
12.00,168.00,3.49,344
12.00,170.00,3.50,255
12.00,172.00,3.61,338
12.00,174.00,3.75,330
12.00,176.00,3.91,339
12.00,178.00,3.63,259
12.00,180.00,3.54,341
12.00,182.00,3.54,258
12.00,184.00,3.27,387
12.00,186.00,3.21,258
12.00,188.00,2.93,302
12.00,190.00,3.10,302
12.00,192.00,3.08,305
12.00,194.00,3.22,400
12.00,196.00,3.23,284
12.00,198.00,2.96,381
14.00,0.00,2.73,280
14.00,2.00,2.88,257
14.00,4.00,3.00,329
14.00,6.00,3.12,329
14.00,8.00,2.96,315
14.00,10.00,3.23,347
14.00,12.00,3.00,365
14.00,14.00,2.96,272
14.00,16.00,2.91,304
14.00,18.00,2.89,374
14.00,20.00,2.84,288
14.00,22.00,3.07,387
14.00,24.00,3.33,391
14.00,26.00,3.60,379
14.00,28.00,3.69,270
14.00,30.00,3.53,394
14.00,32.00,3.45,371
14.00,34.00,3.49,314
14.00,36.00,3.36,299
14.00,38.00,3.34,289
14.00,40.00,3.14,342
14.00,42.00,3.11,341
14.00,44.00,2.89,393
14.00,46.00,2.60,310
14.00,48.00,2.30,378
14.00,50.00,2.55,337
14.00,52.00,2.39,324
14.00,54.00,2.43,274
14.00,56.00,2.31,305
14.00,58.00,2.36,382
14.00,60.00,2.41,339
14.00,62.00,2.53,316
14.00,64.00,2.50,264
14.00,66.00,2.73,304
14.00,68.00,2.62,371
14.00,70.00,2.66,388
14.00,72.00,2.38,369
14.00,74.00,2.48,264
14.00,76.00,2.66,328
14.00,78.00,2.57,313
14.00,80.00,2.31,283
14.00,82.00,2.01,330
14.00,84.00,1.73,352
14.00,86.00,1.99,296
14.00,88.00,1.79,385
14.00,90.00,2.04,252
14.00,92.00,2.14,360
14.00,94.00,2.26,377
14.00,96.00,2.47,346
14.00,98.00,2.70,309
14.00,100.00,2.83,261
14.00,102.00,3.12,352
14.00,104.00,3.38,313
14.00,106.00,3.57,283
14.00,108.00,3.40,265
14.00,110.00,3.41,342
14.00,112.00,3.36,354
14.00,114.00,3.56,369
14.00,116.00,3.43,338
14.00,118.00,3.38,254
14.00,120.00,3.52,370
14.00,122.00,3.55,334
14.00,124.00,3.30,387
14.00,126.00,3.11,381
14.00,128.00,3.13,395
14.00,130.00,2.87,363
14.00,132.00,2.77,270
14.00,134.00,2.96,258
14.00,136.00,2.68,296
14.00,138.00,2.73,386
14.00,140.00,2.62,296
14.00,142.00,2.39,294
14.00,144.00,2.18,295
14.00,146.00,2.01,308
14.00,148.00,1.71,372
14.00,150.00,1.66,387
14.00,152.00,1.79,306
14.00,154.00,1.98,267
14.00,156.00,2.03,260
14.00,158.00,2.25,295
14.00,160.00,2.34,387
14.00,162.00,2.51,380
14.00,164.00,2.79,387
14.00,166.00,2.55,379
14.00,168.00,2.83,319
14.00,170.00,2.78,351
14.00,172.00,2.56,367
14.00,174.00,2.64,292
14.00,176.00,2.55,292
14.00,178.00,2.72,302
14.00,180.00,2.50,275
14.00,182.00,2.66,363
14.00,184.00,2.38,330
14.00,186.00,2.63,280
14.00,188.00,2.78,380
14.00,190.00,3.05,302
14.00,192.00,2.88,316
14.00,194.00,2.74,312
14.00,196.00,2.70,310
14.00,198.00,2.99,254
16.00,0.00,3.06,356
16.00,2.00,3.35,298
16.00,4.00,3.10,312
16.00,6.00,3.31,326
16.00,8.00,3.49,298
16.00,10.00,3.31,295
16.00,12.00,3.45,259
16.00,14.00,3.45,252
16.00,16.00,3.59,276
16.00,18.00,3.72,334
16.00,20.00,3.90,305
16.00,22.00,3.89,354
16.00,24.00,4.14,251
16.00,26.00,4.10,393
16.00,28.00,4.26,396
16.00,30.00,4.50,275
16.00,32.00,4.52,360
16.00,34.00,4.62,309
16.00,36.00,4.51,267
16.00,38.00,4.35,374
16.00,40.00,4.62,394
16.00,42.00,4.80,263
16.00,44.00,4.64,297
16.00,46.00,4.39,307
16.00,48.00,4.33,328
16.00,50.00,4.16,341
16.00,52.00,4.33,269
16.00,54.00,4.24,334
16.00,56.00,4.48,378
16.00,58.00,4.75,319
16.00,60.00,4.66,314
16.00,62.00,4.78,280
16.00,64.00,4.50,369
16.00,66.00,4.70,365
16.00,68.00,4.99,386
16.00,70.00,5.14,291
16.00,72.00,5.40,251
16.00,74.00,5.30,278
16.00,76.00,5.46,311
16.00,78.00,5.24,332
16.00,80.00,4.97,287
16.00,82.00,4.96,322
16.00,84.00,4.72,279
16.00,86.00,4.63,269
16.00,88.00,4.40,320
16.00,90.00,4.28,351
16.00,92.00,4.25,374
16.00,94.00,4.48,396
16.00,96.00,4.46,369
16.00,98.00,4.23,276
16.00,100.00,4.36,251
16.00,102.00,4.13,279
16.00,104.00,3.92,352
16.00,106.00,3.91,275
16.00,108.00,3.69,299
16.00,110.00,3.62,379
16.00,112.00,3.47,255
16.00,114.00,3.50,320
16.00,116.00,3.63,302
16.00,118.00,3.44,359
16.00,120.00,3.50,395
16.00,122.00,3.50,375
16.00,124.00,3.21,352
16.00,126.00,3.36,395
16.00,128.00,3.24,279
16.00,130.00,3.22,283
16.00,132.00,3.37,384
16.00,134.00,3.36,310
16.00,136.00,3.65,271
16.00,138.00,3.47,368
16.00,140.00,3.74,268
16.00,142.00,3.84,276
16.00,144.00,4.04,373
16.00,146.00,3.96,294
16.00,148.00,4.09,322
16.00,150.00,3.83,323
16.00,152.00,3.67,311
16.00,154.00,3.92,380
16.00,156.00,3.66,272
16.00,158.00,3.81,257
16.00,160.00,3.95,293
16.00,162.00,3.99,338
16.00,164.00,3.85,264
16.00,166.00,3.81,256
16.00,168.00,4.00,347
16.00,170.00,4.12,332
16.00,172.00,4.32,364
16.00,174.00,4.54,264
16.00,176.00,4.67,350
16.00,178.00,4.69,265
16.00,180.00,4.88,265
16.00,182.00,4.96,354
16.00,184.00,4.95,378
16.00,186.00,5.15,393
16.00,188.00,4.97,279
16.00,190.00,5.11,254
16.00,192.00,5.31,266
16.00,194.00,5.16,293
16.00,196.00,4.87,368
16.00,198.00,5.00,345
18.00,0.00,4.88,360
18.00,2.00,4.77,306
18.00,4.00,4.55,378
18.00,6.00,4.64,275
18.00,8.00,4.87,399
18.00,10.00,4.58,386
18.00,12.00,4.35,346
18.00,14.00,4.64,380
18.00,16.00,4.75,395
18.00,18.00,4.73,340
18.00,20.00,4.65,372
18.00,22.00,4.73,375
18.00,24.00,4.85,380
18.00,26.00,4.62,328
18.00,28.00,4.90,312
18.00,30.00,5.18,313
18.00,32.00,4.97,257
18.00,34.00,4.84,311
18.00,36.00,4.62,372
18.00,38.00,4.72,355
18.00,40.00,4.92,272
18.00,42.00,4.71,367
18.00,44.00,4.78,264
18.00,46.00,4.65,341
18.00,48.00,4.91,288
18.00,50.00,5.05,341
18.00,52.00,5.11,389
18.00,54.00,5.27,390
18.00,56.00,5.51,343
18.00,58.00,5.32,257
18.00,60.00,5.15,367
18.00,62.00,5.44,371
18.00,64.00,5.67,371
18.00,66.00,5.41,351
18.00,68.00,5.18,334
18.00,70.00,4.95,282
18.00,72.00,5.23,286
18.00,74.00,5.06,356
18.00,76.00,5.19,308
18.00,78.00,5.45,287
18.00,80.00,5.58,294
18.00,82.00,5.33,319
18.00,84.00,5.58,293
18.00,86.00,5.47,379
18.00,88.00,5.59,377
18.00,90.00,5.82,399
18.00,92.00,5.65,395
18.00,94.00,5.79,269
18.00,96.00,5.62,281
18.00,98.00,5.83,346
18.00,100.00,5.82,363
18.00,102.00,5.59,263
18.00,104.00,5.52,349
18.00,106.00,5.57,303
18.00,108.00,5.38,338
18.00,110.00,5.13,287
18.00,112.00,5.03,341
18.00,114.00,5.11,327
18.00,116.00,5.34,309
18.00,118.00,5.47,317
18.00,120.00,5.29,344
18.00,122.00,5.17,389
18.00,124.00,5.07,271
18.00,126.00,5.02,319
18.00,128.00,5.32,288
18.00,130.00,5.32,390
18.00,132.00,5.10,265
18.00,134.00,5.39,337
18.00,136.00,5.19,258
18.00,138.00,4.94,260
18.00,140.00,4.70,284
18.00,142.00,4.54,307
18.00,144.00,4.80,269
18.00,146.00,4.65,327
18.00,148.00,4.53,261
18.00,150.00,4.66,380
18.00,152.00,4.68,360
18.00,154.00,4.84,283
18.00,156.00,4.66,285
18.00,158.00,4.40,309
18.00,160.00,4.16,265
18.00,162.00,4.26,356
18.00,164.00,4.17,385
18.00,166.00,4.35,371
18.00,168.00,4.39,263
18.00,170.00,4.57,344
18.00,172.00,4.39,398
18.00,174.00,4.13,361
18.00,176.00,3.95,369
